251,"Robens Transporte GmbH u. Co. KG","Zur Oehlmuehle 14",Alfter,"53347 ","+49 (228) 9 86 44-0","+49 (228) 9 86 44-13"," info@robens-transporte.de"
254,"COSANNE INGENIEURE GmbH","Drubbel 7-9",Dorsten,"46286 ","02369 9 88 2-0","02369 9 88 2-10"," info@cosanne.de"
256,"EUROQUARZ GmbH","Südwall 15",Dortsten,46282,"02362 / 2005-0","02362 / 2005-99",post@euroquarz.de
257,"KVWL Kassenärztliche Vereinigung Westfalen-Lippe","Robert-Schimrigk-Str. 4-6",Dortmund,"44141 ","0231-94 32 0","0231-94 32 55 55",kvinfo@kvwl.de
258,"BSS Bohnenberg GmbH","Ahrstraße 1 - 7",Solingen-Ohligs,"42697 ","0212 / 23 56 0","0212 / 23 56-119",mail@bss-bohnenberg․de
264,"Ejot Holding GmbH & Co KG","Im Herrengarten1","Bad Berleburg",57319,02751-5290,,info@ejot.de
265,"Douglas Einkaufs- und Servicegesellschaft mbH & Co. KG ","Kabeler Straße 4",Hagen,58099,"0800 - 690 690 5","02331 - 690 71 78 ",service@douglas.de
266,"Movendo Consulting GmbH","Obere Straße 23",Holzminden,"37603 ",05531-9487200,05531-9487209,welcome@movendo.de
267,"LÄMMERZAHL GmbH","Am Uhlenhorst 1",Dortmund,44225,"0231 177 94 - 0","0231 177 94 - 50",info@laemmerzahl.de
268,"WISAG Produktionsservice GmbH","Geisental 12",Bochum,44805,"0234 545005-0","0234 545005-55",
269,"IMS Verbindungstechnik GmbH & Co. KG","Robert-Bosch-Str. 5",Neuenstein,74632,"07942/9131 0","07942/9131 52",
271,"Deutsche Stadtauskunft Marketing AG","Im Lipperfeld 22A - 24",Oberhausen,"46047 ","0208 / 97 07 0","0208 / 97 07 137","info@deutsche-stadtauskunft.ag "
270,"Office Diederick de Vroet Global Ocean Freight Schenker AG","Alfredstraße 81",Essen,"45130 ","+49-201-8781 0","+49-201-8781 8495",
272,"Mercure Hotel Severinshof Köln City Accor Hospitality Germany GmbH","Severinstasse 199",Köln,"50676 ","0221 / 2013 - 0","0221 / 2013 - 668",
273,"L’Oreal Deutschland GmbH","Georg-Glock-Straße 18",Düsseldorf,"40474 ","0211 43 78 01","0211 43 78 266",abteilungkommunikation@loreal.de
275,"Commerzbank AG",Kaiserplatz,"Frankfurt / Main","60311 ","069 136-20","069 285-389",info@commerzbank.com
279,"tel...roth telecom gmbh","In den Weiden 9 ",Hilden,40721,"02103 4999 0","02103 4999 50",info@tel-roth.de
277,"Cirkel GmbH & Co. KG","Flaesheimer Str. 605","Haltern am See",45721,"02364 9381 0","02364 9381 62",woe@circle.de
274,PRESTIGEPEOPLE,"Auf'm Kirchenland 20",Essen,45307,"0201 85837102","0201 612044 93"," messe@prestigepeople.de"
280,"Ingenieurbüro Heiming","Belfortstraße 15",Köln,50668,"0221 16797 0","0221 19797 20",office@ibh-koeln.de
281,"Bosch Sicherheitssysteme GmbH","Postfach 11 11",Grasbrunn,85626,"06290 1059",,info.service@de.bosch.com
282,"RENNER GmbH Kompressoren","Emil-Weber-Straße 32"," Güglingen",74363,"071 35 / 93 193 - 0","071 35 / 93 193 - 50"," info@renner-kompressoren.de"
283,"Amazon Fulfillment Germany GmbH","Amazonstraße 1",Rheinberg,47495,"02843 90 70123",,
284,"Legrand GmbH","Am Silberg 14",Soest,59494,"02921 104 0","02921 104 202",info.service@legrand.de
285,"SMF KG","Paul-Henri-Spaak-Str. 5",Dortmund,44263,"0231 9644 0","0231 9644 100",info@smf.de
286,"Tuchfabrik Willy Schmitz GmbH & Co. KG","Sachsenstr. 30 ",Mönchengladbach,41063,"02161 2458 0","02161 207633",
287,"Einbauküchen Menger GmbH","Witteringstraße 92",Essen,45130,"0201 1054808",,info@kuechen-menger.de
288,"DICOM Deutschland GmbH","Musikweg 4",Oberhausen,46047,"0208 88045700","0208 8804-5705","sales.de@dicom.com "
289,"Wohnungsbaugesellschaft Velbert mbH","Rheinlandstraße 15-19",Velbert,42551,"02051 277 0","02051 277148","info@wobau-velbert.de "
290,"ComTel Systemhaus GmbH & Co. KG","Albert- Schweitzer- Strasse 4 |",Philippsburg,76661,"07256 923097 0","07256 923097 951",
291,"IG BCE","Alte Hattinger Str.19",Bochum,44789,"0234 319 0","0234 319 137",
292,"EUROGLAS GmbH ","Dammühlenweg 60  ",Haldensleben,39340,"03904 638 0","03904 638 1100",haldensleben@euroglas.com
293,"H & V Energietechnik GmbH & CoKG","Wilhelm-Raiffeisen-Str. 2a",Nordkirchen,59349,"0 25 96 / 44 77","0 25 96 / 44 86",info@hv-energietechnik.de
294,"MesserSoft Messer Bracht Software GmbH","Freie-Vogel-Straße 391",Dortmund,44269,"0231 53469 0","0231 53469 199",
295,"ImPuls AG","Dießemer Str. 163",Krefeld,"47799 ","02151 8533","02151 853401",
297,"COSANNE INGENIEURE GmbH","Drubbel 7-9",Dorsten-Lembeck,"46286 ",02369/9882-0,02369/9882-10,info@cosanne.de
298,"Provinzial Rheinland","Rudolf-Virchow-Str. 11",Koblenz,"56073 ","0261-4043 0","0261-4043 403",info@provinzial.com
299,"St. Vinzenz Hospital Dinslaken","Dr.-Otto-Seidel-Straße 31-33",Dinslaken,46535,"02064 44- 0","02064 44- 1904",info@st-vinzenz-hospital.de
300,"ISL GmbH","Bergstr. 128",Hagen,58095,02331/34956-0,02331/34956-29," info@isl.de"
301,"Accenture Technology Solutions GmbH","Campus Kronberg 1","Kronberg im Taunus","61476 ","0234 315 0",,Accenture.direct.ela@accenture.com
302,"RWE Kundenservice GmbH","Wielandstraße 82",Bochum,"44791 ","0234 515 0",,
303,"Weidmüller Interface  GmbH & Co. KG","Klingenbergstr. 16",Detmold,"32758 "," 05231 14-0"," 05231 14-2083",info@weidmueller.de
307,"Knipp  Medien und Kommunikation GmbH","Martin-Schmeißer-Weg 9",Dortmund,"44227 ","0231 9703-0 ","0231 9703-200 ","info@knipp.de "
309,"Gesundheitsservice Management GSM GmbH","Dönhoffstr.39 ",Leverkusen,"51373 ","0214 35769 - 0","0214 35769 - 171 ",
312,"COHAUSZ & FLORACK Patent- und Rechtsanwälte","Bleichstraße 14",Düsseldorf,40211," (0)211-90 490-0","(0)211-90 490-49",mail@cohausz-florack.de
314,"Comcord GmbH","Lindemannstr. 13",Düsseldorf,"40237 ","0211.440374 - 0","0211.440374 - 15",office@comcord.de
318,"WILO SE","Nortkirchenstrasse 100",Dortmund,"44263 ","0231 4102-0","0231 4102-7575 ",wilo@wilo.com
320,"Novo Nordisk Pharma GmbH","Brucknerstraße 1",Mainz,"55127 ",06131/903-0,06131/903-250,KD_Service@novonordisk.com
321,"Hartmann GmbH","Ostmilter Straße 35",Warendorf,"48231 ","02584-9311 0","02584-9311 20",info@fleischwaren-hartmann.de
322,"Chiesi GmbH","Gasstraße 6",Hamburg,"22761 ","040 897 24-0","040 897 24-212",info@Chiesi.com
323,"RLT Ruhrmann Wüller & Partner","Am Wehrhahn 36",Düsseldorf,"40211 ","0211 17 93 97 0","0211 17 93 97 99",duesseldorf@rlt.de
325,"TRIGON Business Intelligence GmbH & Co. KG","Kaiserswerther Straße 115",Ratingen,"40880 ","02102 - 42 06 30","02102 - 42 06 2",info@trigon-bi.de
326,"Douglas Holding AG","Kabeler Straße 4",Hagen,"58099 ","02331 / 690-0","02331 / 690-271","info@douglas-holding.com "
327,"windream GmbH","Wasserstraße 219",Bochum,44799,"0234 9734-0","0234 9734-520","info@windream.com "
328,"LIS Logistische Informationssysteme AG ","Hansaring 27",Greven,"48268 ","02571-929 01","02571-929 260",info@lis.eu
329,"Deutsche Rheuma-Liga Bundesverband e.V. ","Maximilianstraße 14",Bonn,"53111 ","0228 - 76 60 60","0228 - 76 60 620",bv@rheuma-liga.de
330,"Taylor Wessing Deutschland ","Benrather Str. 15",Düsseldorf,"40213 ","0211 83 87 0","0211 83 87 100",duesseldorf@taylorwessing.com
333,"Busch-Jaeger Elektro GmbH","Freisenbergstraße 2",Lüdenscheid,"58513 ","02351 956-1600","02351 956-1700",info.bje@de.abb.com
334,"Bebra Biogas GmbH","Fischertwiete 2",Hamburg,"20095 ","0231 9982 100 ","0231 9982 799 ","info@envio-group.com "
336,"PROSOZ Herten","Ewaldstraße 261",Herten,"45699 ","02366 1 88 - 0","02366 1 88 - 111",info@prosoz.de
337,"TechnologieZentrumDortmund GmbH","Emil-Figge-Str. 76 - 80",Dortmund,"44227 ","0231 / 9742 - 100","0231 / 9742 - 395",technobox@tzdo.de
338,"United Labels AG","Gildenstr. 6",Münster,"48157 ","0251 3221-0","0251 3221-999",info@unitedlabels.com
339,"Deutsche Gesellschaft für Personalführung e.V.","Niederkasseler Lohweg 16",Düsseldorf,"40547 ","0211 59 78-0","0211 59 78-14 9  ",info@dgfp.de
340,"AXA ART Versicherung Aktiengesellschaft","Colonia-Allee 10-20",Köln,"51067 ","0221 148 22187 ","0221 148 32559 ","info@axa-art.de "
341,"Telekom Deutschland GmbH","Landgrabenweg 151",Bonn,53227,,,
342,"agri.capital GmbH","Hafenweg 15",Münster,"48155 ",0251-27601-100,0251-27601-900,info@agri-capital.de
346,"Franz Haniel & Cie. GmbH","Franz-Haniel-Platz 1",Duisburg,"47119 ","0203 806-0",,info@haniel.de
348,"Techem Messtechnik KG","Hauptstraße 89 ",Eschborn,"65760 ","06196 522 - 0 ","06196 522 - 3000 ",service@techem.de
349,"Finanz Informatik GmbH & Co. KG","Theodor-Heuss-Allee 90","Frankfurt / Main","60486 ","069 74329-0",,
350,"Campbell's Germany GmbH & Carl Kühne KG (GmbH & Co.)","Geniner Str. 88-100",Lübeck,"23560 ","0451 5306-0","0451 5306-108",
351,"VGB PowerTech e.V.","Klinkestraße 27 - 31",Essen,"45136 ","0201-81 28-0","0201-81 28-350",info@vgb.org
352,"Rhenus Office Systems GmbH","Rhenus-Platz 1",Holzwickede,"59439 ",,,
353,Knappschaft-Bahn-See,"Knappschaftstr. 1",Bochum,"44799 ",023430452121,,
354,"Ringhotel Zweibrücker Hof","Zweibrücker Hof 4",Herdecke,"58313 ","02330 / 605 0","02330 / 605 555",
355,"Mosaik GmbH (Verwaltung)","Hagener Str. 56 ","Sundern - Hagen","59846 ","023 93 - 22 02 14 - 0","0 23 93 - 22 02 14 - 44",mail@mosaik-gmbh.de
356,HUK-COBURG,"Willi-Hussong-Str. 2 ",Coburg,96444,"09561 96-0","09561 96-2695",
357,"OSB AG","Schwanthalerstrasse 69  ","München ","80336 ","089 - 23 88 57 - 500","089 - 23 88 57 - 400",info@osb-ag.de
358,"DIE EHRENFELDER  Gemeinnützige Wohnungsgenossenschaft eG","Gravensteiner Straße 7",Köln,50825,"0221 95 56 00-0","0221 95 56 00-89","info@die-ehrenfelder.de  "
359,"Top Image Systems (TIS) ","Im Mediapark 8 ",Köln,50670,"0221 93313-100","0221 93313-500",contact@topimagesystems.de
360,"Schwer Steuerberatungsgesellschaft mbH","Auf der Heide 8 a",Bochum,44803,"+49 (234) 97701-0","+49 (234) 97701-77 ","kanzlei@stb-schwer.de "
361,"Ernst & Engbring GmbH","Industriestrasse 9 ",Oer-Erkenschwick,"45739 ","02368 69010","02368 690132",
363,"Stepin GmbH","Beethovenallee 21",Bonn,53173,"0228 956 95-0","0228 956 95-99",info@stepin.de
364,"GLS Gemeinschaftsbank eG ","Christstraße 9 ",Bochum,"44789 ",0234-5797-100,0234-5797-133,kundendialog@gls.de
365,"Deutsche Telekom AG","Friedrich-Ebert-Allee 140",Bonn,53113,"0228/ 181-0",,impressum@telekom.de
366,"QIAGEN GmbH","QIAGEN Str. 1",Hilden,40724,"02103 290",,
367,"arvato systems GmbH ","An der Autobahn 200",Gütersloh,33333,"05241 80-80 888","05241 80-80 666",info@arvato.de
369,"Cassini Consulting GmbH","Bennigsen-Platz 1",Düsseldorf,40474,"+49 211 - 65 85 41 33","+49 211 - 65 85 41 34",info@cassini.de
368,"PB Firmenkunden AG","Friedrich-Ebert-Allee 114-126",Bonn,53113,"+49(0)228 5500 3300","+49(0)228 5500 3399",firmenkunden@postbank.de
371,"Medatixx GmbH & Co. KG","Stockholmer Allee 32b ",Dortmund,44269,"0231 9 63 24-0 "," 0231 9 63 24-444",info.west@medatixx.de
372,"Stadtwerke Ahaus GmbH","Hoher Weg 2  ","Ahaus ","48683 ","02561 93080",,
373,"MR Chemie GmbH","Nordstraße 61-63",Unna,"59427 ","023 03 / 9 51 51 - 0 ","023 03 / 9 51 51 - 10 ",post@mr-chemie.de
374,"trivago GmbH","Bennigsen-Platz 1 ",Düsseldorf,"40474 ","0211 54065-0 ","0211 54065115",info@trivago.de
375,"SCA Packaging Deutschland Stiftung & Co. KG","Karlstr. 51",Minden,"32423 ","0571 9337-0",,contact.sales@dssmith.eu
376,"Fischbach Luft- und Ventilatorentechnik GmbH","Am Hellerberg 22-24 (Am Bahnhof) ",Neunkirchen,"57290 ","02735 / 777 0","02735 / 770 625",info@fischbach-luft.de
377,"Fraunhofer-Institut für Umwelt-, Sicherheits- und Energietechnik UMSICHT","Osterfelder Straße 3             ","Oberhausen        ",46047,"0208 8598-0 ",,
378,"CERTUSS Dampfautomaten GmbH & Co. KG","Hafenstr. 65  ",Krefeld,"47809 ","02151 578-0 ","02151 578-102 ",krefeld@certuss.com
379,"DASGIP Information and Process Technology GmbH","Rudolf-Schulten-Straße 5 ",Jülich,"52428 ","02461 980-0 ","02461 980-100",info@dasgip.de
380,"objective partner AG","Bergstraße 45/1 ",Weinheim,"69469 ","06201 39860","06201 398612",info@objective-partner.de
381,"RADEMACHER Geräte-Elektronik GmbH","Buschkamp 7  ","Rhede ","46414 ","02872 933 0","02872 933 250",info@rademacher.de
382,"Ströer Infoscreen GmbH","Staffelseestraße 8",München,"81477 ","89 74 89 89 - 0 ","089 74 89 89 - 74 ",info@infoscreen.de
383,"Novero GmbH","Meesmannstraße 103  ","Bochum ",44807,"0211 4371950",,"contact_duesseldorf@novero.com "
384,Bruderhilfe-Pax-Familienfürsorge,"Buddestraße 24  ",Gelsenkirchen,"45896 ","0209 789465","01802 875329131",info@vrk.de
385,"Bundesinnungsverband für Orthopädie-Technik","Reinoldistr. 7-9","Dortmund  ","44135 ","0231 557050-0","0231 557050-40 ",info@biv-ot.org
386," Herberg, Dr. Schlüter & Partner GbR","Selkamp 14 ","Dortmund   ","44287 ","(0231) 44 22 45-0","(0231) 44 22 45-22","hsp-gbr@herberg-schlueter.de	"
387,"ThyssenKrupp Fördertechnik GmbH","ThyssenKrupp Allee 1   ext. 04",Essen,"45143 "," 0201 828 04",,resource-technologie@thyssenkrupp.com
389,"ThyssenKrupp Uhde GmbH","Friedrich-Uhde-Strasse 15",Dortmund,44141," +49 231 547 0","+49 231 547 3032 ",info.uhde@thyssenkrupp.com
391,Autismo,"Herner Str. 77",Bochum,44791," 0234 / 53 25 06 ",,"Autismo Mailadresse"
393,"Shelter GmbH","Hasselsweilerstrasse 2a",Titz,52445,"02463 65 189-0","02463 65 189-44",h.schmidt@shelter-com.de
395,"Schneider Electric GmbH","Gothaer Straße 29",Ratingen,40880,"02102 404-0","02102 404-9256",de-schneider-service@schneider-electric.com
398,"HAVI Logistics GmbH","Porschestr. 4",Ilsfeld,74360,"+49 (0) 7062 90430","+49 (0) 7062 904399",
400,"VORSORGE Lebensversicherung AG","Rather Str. 110a",Düsseldorf,"40465  "," +49 - (211) - 21 022 - 9500","+49 - (211) - 21 022 - 9599"," info@vorsorge-leben.de "
401," BASIC Facility Management GmbH"," Haumannstraße 14",Dortmund,44379,"0231 841717-00","0231 841717-17",info@basic-fm.com
402,"VISEORAD Pinneberg","Fahltskamp 74 ",Pinneberg,"25421  ","04101/ 5442-0 ","04101/ 5442-39",
403,"Sustain Consult GmbH","Kaiserstr. 24 ",Dortmund,44135,0231/9812850,,info@sustain-consult.de
404,"Stadtsparkasse Wuppertal","Rolingswerth 2 ",Wuppertal,42275,"0202 488-5610","0202 488-7610 ",info@sparkasse-wuppertal.de
406,"Kemmax GmbH","Alfredstraße 61 ",Essen,45130,02018781830,02018781177," info@chemie.de"
407,"WAZ Westdeutsche Allgemeine","Friedrichstr. 34-38 ",Essen," 45128","0800 / 60 60 710","0800 / 60 60 750",zentralredaktion@waz
408,"Vanderlande Industries Logistics Software GmbH ","Joseph-von-Fraunhofer-Straße 25 ",Dortmund,"44227 ","0231 97940","0231 9794-1111",
409,"Compass Group (Schweiz) AG","Fraumünsterstrasse 16",Zürich,"CH-8001 ","0041 44 219 5646",,info@compass-group.ch
410,"E.ON Ruhrgas AG       ","Brüsseler Platz 1 ","Essen    ",45131,"0201 184 0","0201 184 24 7538 ",info@eon.com
411,"Deutsche Bank Privat- und Geschäftskunden AG","Osterfelder Straße 17",Bottrop,"46236 ","2041 6996-0","02041 6996-171",
412,"Gemeinde Weeze","Cyriakusplatz 13 - 14 ",Weeze,"47652 ","2837 910 - 0","02837 910 - 242"," info@weeze.de"
413,"Sonepar Deutschland GmbH","Peter-Müller-Straße 18   ",Düsseldorf,40468,"02 11 9 94 10-0 ","02 11 9 94 10-43 ",info@sonepar.de
414,"CLAAS Global Sales GmbH","Münsterstr. 33",Harsewinkel,"  33428 ","05247 12 0","05247 12994",infoclaas@claas.com
415,"trio-group communication & marketing GmbH","Carl-Reuther-Straße 1 ",Mannheim,"68305 ","0621 33840-0 ","0621 33840-110",info@trio-group.de
416,"Surplex GmbH","Wahlerstraße 4",Düsseldorf,"40472 ","0211 422737-0","0211 422737-17"," info@surplex.com"
417,"Kienbaum Management Consultants GmbH","Speditionstraße 21",Düsseldorf,"40221 ","0211 9659-0","0211 9659-267","contact@kienbaum.de "
418,"Franken GmbH","Max-Eyth-Str. 7-9 ",Warstein-Belecke,"59581 ","02902 76841",,info@franken-werkzeuge.de
419,"Store Media GmbH","Curt-Frenzel-Straße 10  ",Augsburg,"86167 ","0821 5087780",,
420,"con energy Unternehmensberatung GmbH & Co. KG","Norbertstraße 5","Essen ","45131 ","201 1022-0","0201 1022-444",info@@conenergy.com
421,"Rheinlandpfalz Bank","Königswall 21   ",Dortmund,"44137 ","0231 1397090",,kontakt@RLP-Bank.de
422,"ARAG Allgemeine Rechtsschutz-Versicherungs-AG","ARAG-Platz 1  ",Düsseldorf," 40472 ","0211 98700700","0211 963-2850 "," servicearag.de"
423,"Deutsche Annington Immobilien GmbH","Philippstraße 3  ","Bochum ","44803 ","0234 3140",,service@daig.info
424,"Robert Bosch GmbH","Pf 300220",Stuttgart,70442,"0711 400 40990","0711 400 40999",info@bosch.de
425,"J. W. Zander GmbH & Co. KG ","Martener Hellweg 39","Dortmund-Dorstfeld ","44379 ","0231 6186 -0 ","0231 6186 -202",
426,"Evonik Goldschmidt GmbH","Goldschmidtstraße 100","Essen ","45127 ","0201 173-01",0201/173-3000,info@evonik.com
427,"inpunkto AG","Stresemannstraße 64-66 ",Mönchengladbach,"41236 ","02166 9700700 ","02166 9700790",info@inpunkto24.de
428,"CM-AG CONTENT MANAGEMENT AG","Im Mediapark 6",Köln,50670,"0221 – 6601 2000 ","0221 – 6601 1011","contact@cm4all.com "
429,"Hörmann KG Verkaufsgesellschaft","Schloßstr. 30",Herne,"44653 ","02325 92 89 - 0 ","02325 92 89 – 49",info@hoermann.de
430,"AKG Software Consulting GmbH","Uhlandstr. 12",Heitersheim,79423,"07634 5612-416","07634 5612-300",info@akgsoftware.de
431,"E.ON Inhouse Consulting GmbH","Brüsseler Platz 1",Essen,45131,"0201-1 84-00",,energize-your-career-econ@eon.com
432,"PE Automotive GmbH & Co. KG","Aufsicht 13",Ennepetal,58256,"023 33-832 0  ","023 33-832 300"," info@pe.de"
434,"Bredner Event Solutions","Düsseldorfer Straße 190",Düsseldorf,"40545  ","+49 (0)211 / 46 95 95 - 80","+49 (0)211 / 46 95 95 - 85",info@bredner-event.de
436,"Generalkonsulat des Königreichs der Niederlande, Düsseldorf","Kennedydamm 24",Düsseldorf,40476," 	  0211 179301-0",,
437,"Architektenkammer Rheinland Pfalz","Hindenburgplatz 6",Mainz,55118,"+49 (0) 6131 / 99 60-0","+49 (0) 6131 / 61 49 26",
438,"Central Krankenversicherung AG","Hansaring 40-50",Köln,50670,"0221 1636-0 ",,info@central.de
439,"Sparkasse Bochum Anstalt des öffentlichen Rechts","Dr.-Ruer-Platz 5",Bochum,44787,0234/611-0,0234/611-2222,info@sparkasse-bochum.de
440,"Swiss Post International Germany GmbH","Redcarstrasse 3",Troisdorf,"53842 ","+49 2241 94720","+49 2241 947230",info.de@swisspost.com
441,"Brautmedia GmbH","Hörsterplatz 2b ",Münster,"48147 ",0251-53902-0,0251-53902-30,"redaktion@brautmedia.de "
442,"Sparkasse Dortmund Anstalt des öffentlichen Rechts","Freistuhl 2 ",Dortmund,44137,"0231 183-0","0231 163 295",info@sparkasse-dortmund.de
443,"VERITAS Unternehmensberatungs- und Treuhand GmbH Steuerberatungsgesellschaf","Emschertalstraße 1",Oberhausen,46149,"+49 (0)208 - 62 139 0","+49 (0)911 - 147 55 800",info@veritas-stbg.de
444,"42 INCENTIVE GmbH","Schwarzburgstraße 71","Frankfurt a.M.",60318,"+49 69 13 82 439-42","+49 69 13 82 439-49",info@42incentive.de
445,"BASF Polyurethanes GmbH","Elastogranstraße 60",Lemförde,"49448 ","05443 12 0","05443 12 2201",pu-eu@basf.com
446,"Scheuten Solar Belgium BVBA","Industrieterrein 1/2",Diest,B-3290,,,
453,"Eppendorf AG","Rudolf-Schulten-Straße 5"," Jülich",52428,"(0)2461 980-0","(0)2461 980-100"," info@dasgip.de"
454,"Kaiser’s Tengelmann GmbH","Wissollstr. 5 - 43","Mülheim an der Ruhr",45478,"0208/3777-0 ",,kundenservice@ktmh.de
456,"E.ON Global Commodities SE","Holzstraße 6",Düsseldorf,40221,"49 211 73275 0",,
457,"Volksbank Rheine-Nahe-Hunsrück eG","Salinenstraße 40-46 ","Bad Kreuznach",55543,"(0) 671 378-0","(0) 671 378-800 ",
458,"RWE AG","Opernplatz 1",Essen,45128,0201/12-00,,
459,"Thomas Cook AG","Thomas-Cook-Platz 1 ","Oberursel ","61440 ",,,
460,"Chemtrade Aglobis GmbH","Friedrichstrasse 47 / Europa-Center",Essen,"45128 ","0201 80987100",,germany@chemtradelogistics.com
461,"3D-High-Tec Poschmann GmbH","Gewerbering 40",Schalksmühle,58579,02355-50500,02355-505035,3DHT@formpool.com
462,"EUROVIA Services GmbH","Rheinbabenstr. 75",Bottrop,46240,"02041 792-301",,services@eurovia.de
308,"DW Document World GmbH & Co. KG","Carl-Schurz-Straße 2",Neuss,"41460 ","02131 73992-0","02131 73992-111","info@documentworld.de "
463,"edataprocessing GmbH","Am Bugapark 60",Gelsenkirchen,"45899 ","0209 / 1772 - 0",,"info@edataprocessing.de "
464,"gfz services GmbH","Am Förderturm 3",Castrop-Rauxel,44575,02305-35840-0,02305-35840-29,info@gfz.de
466,"AMB Aktive Management Beratung GmbH","Gabelsbergerstr. 2",Bottrop,46238,"02041 / 765 76-0","02041 / 765 76-10",info@amb-online.de
467,"WILKENWERK GMBH","Max-Brauer-Allee 22",Hamburg,22765,"+49 (0)40 89 08 48 - 0","+49 (0)40 89 08 48 - 24",begegnung@wilkenwerk.de
468,"gfz services GmbH","Am Förderturm 3",Castrop-Rauxel,"44575 ",02305-35840-0,02305-35840-29," info@gfz.de"
471,"LKAB Minerals GmbH","Friedrichstrasse 47",Essen,45128,"+49 201 45060","+49 201 4506 490","germany@lkabminerals.com "
472,"Contilia GmbH ","Klara-Kopp-Weg 3",Essen,45138,"0201 897 1300 0","0201 897 2809",info@contilia.de
473,"TECTUM Sales GmbH","Leithestr. 45",Gelsenkirchen,45886,"0209 70700","0209 / 7070-110",postmaster@tectumgroup.net
474,"Beckhoff Automation GmbH","Eiserstraße 5",Verl,33415,"052 46 / 9 63 - 0","052 46 / 9 63 - 198","info@beckhoff.de "
475,"Sonic Sales Support GmbH","Niederkasseler Lohweg 191",Düsseldorf,"40547 ","0211 2804650","0211 28 046 588",info@shoch.com
476,"CREOS Lernideen und Beratung GmbH","Herforder Straße 22 ",Bielefeld,"33602 ","0521 30410 0","0521 30410 71"," info@creos.de"
477,"Bauer, Soest & Partner","Weiherplatz 3  ","Wiehl ","51674 ","02262 761021","02262 761076","kanzlei@bspw.de "
478,"GEA Mechanical Equipment GmbH","Werner-Habig-Str. 1","Oelde ",59302,"02522 77-0","2522 77-2488",ws.publicrelations@gea.com
479,"Sytel Reply GmbH","Hansaallee 201",Düsseldorf,"40549 ","0211 339905 0","0211 339905-99","info@reply.de "
480,"TOOMAXX Handelsgesellschaft mbH","Humboldtstr. 140 - 144",Köln,51149,"0221 149 0","0221 149 97 6428 ",info@toomaxx.com
455,"Ubisoft GmbH","Adlerstr. 74",Düsseldorf,40211,"(0211) 33800 0"," (0211) 33800 152 ",
481,"S & P CONSULT GMBH","Konrad-Zuse-Str. 6          ",Bochum,"44801 ","0234 5167 - 0","0234 5167 - 109",office@stein.de
482,"Suzuki Garphyttan GmbH","Neumannstraße 2    ","Düsseldorf ","40235 ","0211 9 23 04-0","0211 9 23 04-17",info@sg-wire.com
214,"HSG Zander BS GmbH","Königsallee 45 - 47 ",Düsseldorf,40189,"0211 8830","0211 883 9343 ",
483,"Franz Joseph Schuette GmbH","Ringstrasse 7 ","Wallenhorst        ","49134 ","05407 8707 0","05407 8707 77",info@fjschuette.de
484,"Knauf USG Systems GmbH & Co. KG","Kipperstrasse 19 ",Dortmund,"44147 ","0231 8808 55 0","0 231 8808 55 31",info@knauf-usg-systems.com
449,"Inverto AG","Lichtstraße 43 i",Köln,50825,"0221 485 687 0",,kontakt@inverto.com
485,"VivaKi Services GmbH","Schirmerstrasse 76 ","Düsseldorf ","40211 ","0211 17540-0","0211 17540-9881",info@vivaki.de
450,"VDI Verein Deutscher Ingenieure e.V. ","VDI-Platz 1 ",Düsseldorf,40468,"0211 62 14 - 0",,
486,"Actebis Peacock GmbH","Lange Wende 43 ",Soest,"59494 ","02921/ 99- 0","02921/ 99- 92599",info@actebispeacock.com
487,"itec systems AG","Voelklinger Str. 4 ","Düsseldorf ","40219 ",0211.311.159.0,0211.311.159.10,info@itec.ag
488,ITB-GmbH,"Carl-Friedrich-Gauß-Str. 30 ","Kamp-Lintfort ","47475 ","02842 / 92 737 - 0 "," 02842 / 92 737 - 99","info@itb-web.de "
489,"Deutsche Edelstahlwerke GmbH","Auestrasse 4",Witten,58452,"02302 29-0","02302 29-4000",inf@dew-stahl.com
491,"Favero & Milan GmbH","Schanzenstr. 39 D7","Köln    "," 51063 ","0221 964 965 -0","0221 964 965 -29 ",fm-koeln@favero-milan.com
494,"FIRMENGRUPPE DIERKES","Martener Str. 523 ","Dortmund ","44379  ","0231 961308 0"," 0231 961308 22",dus@firmengruppe-dierkes.de
496,"LOGIBALL GmbH","Westring 303 ",Herne,44629,"02323 925 0","02323 925 551",info@logiball.de
499,"OS Outstanding Solutions  GmbH & Co. KG","Freie-Vogel-Straße 393",Dortmund,44269,"0231 95 90 90 0","0231 95 90 90 55 ",info@outstanding-solutions.de
501,"ELSPRO Elektrotechnik GmbH"," Kleinhülsen 47",Hilden,"40721 ","021 03 / 97 10 - 10 	  ","021 03 / 97 10 - 80"," info@elspro.de	"
500,"KemCom GmbH","Hochstaufenring 57a ",Köln,"50674 ","0221 / 677 852 -0 ","0221 / 677 852 - 99",info@kemcom.de
502,"Redwood Software ","Franz-Rennefeld-Weg 4 ","Düsseldorf    ","40472 ",0211/5306353,,info@redwood.com
503,"Blue Byte GmbH","Adlerstr. 74",Düsseldorf,40211,"(0211) 33800 0","(0211) 33800 152",
504,"Knipp Medien und Kommunikation GmbH","Martin-Schmeißer-Weg 9",Dortmund,44227,"0231 9703-0 "," 0231 9703-200",info@knipp.de
